Time (h),miR-200,ZEB mRNA ,miR-34,SNAIL mRNA,Signal driving SNAIL
19,30188.13628,27.85460559,20119.94976,280.6140396,12666.66667
19.04166667,30172.05202,27.88493827,20115.03588,280.857027,12694.44444
19.08333333,30155.98877,27.91524655,20110.13059,281.0996971,12722.22222
19.125,30139.94653,27.94553044,20105.23389,281.3420499,12750
19.16666667,30123.9253,27.97578995,20100.34578,281.5840854,12777.77778
19.20833333,30107.92508,28.00602506,20095.46626,281.8258036,12805.55556
19.25,30091.94587,28.03623579,20090.59533,282.0672044,12833.33333
19.29166667,30075.98766,28.06642213,20085.73298,282.308288,12861.11111
19.33333333,30060.05047,28.09658408,20080.87923,282.5490542,12888.88889
19.375,30044.13428,28.12672164,20076.03406,282.7895032,12916.66667
19.41666667,30028.23911,28.15683481,20071.19748,283.0296348,12944.44444
19.45833333,30012.36494,28.18692359,20066.36949,283.2694492,12972.22222
19.5,29996.51178,28.21698799,20061.55008,283.5089462,13000
19.54166667,29980.67963,28.247028,20056.73927,283.7481259,13027.77778
19.58333333,29964.86849,28.27704361,20051.93704,283.9869884,13055.55556
19.625,29949.07836,28.30703484,20047.14341,284.2255335,13083.33333
19.66666667,29933.30924,28.33700168,20042.35836,284.4637613,13111.11111
19.70833333,29917.56113,28.36694414,20037.5819,284.7016718,13138.88889
19.75,29901.83402,28.3968622,20032.81402,284.939265,13166.66667
19.79166667,29886.12793,28.42675587,20028.05474,285.1765409,13194.44444
19.83333333,29870.44284,28.45662516,20023.30404,285.4134995,13222.22222
19.875,29854.77877,28.48647006,20018.56193,285.6501408,13250
19.91666667,29839.1357,28.51629056,20013.82842,285.8864648,13277.77778
19.95833333,29823.51364,28.54608668,20009.10348,286.1224715,13305.55556
20,29807.91259,28.57585841,20004.38714,286.3581609,13333.33333
20.04166667,29792.33255,28.60560576,19999.67939,286.5935329,13361.11111
20.08333333,29776.77352,28.63532871,19994.98022,286.8285877,13388.88889
20.125,29761.2355,28.66502727,19990.28965,287.0633252,13416.66667
20.16666667,29745.71849,28.69470145,19985.60766,287.2977453,13444.44444
20.20833333,29730.22249,28.72435124,19980.93426,287.5318482,13472.22222
20.25,29714.74749,28.75397664,19976.26945,287.7656337,13500
20.29166667,29699.29351,28.78357765,19971.61322,287.999102,13527.77778
